week,year,Zone,Date,Total,"Not Surveyd",Surveyed,Present,Awaiting,"Valid Absent","without Uniform",Leave,Driver,"Night Shift",Evening,"Other Duty","Left Job",Retired,Death,"CNIC Mismatch",Transfer,Other
21,2018,IV,23-May-18,824,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2018,"PD FEROZPUR ROAD",23-May-18,185,18,167,100,0,14,39,2,1,1,0,3,1,1,0,0,0,5
21,2018,PDLBC,23-May-18,394,27,367,225,0,19,73,7,4,0,0,6,7,1,2,0,4,19
21,2018,"PHA Office Staff",23-May-18,533,504,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27
21,2018,"ENGINEERING DIRECTORATE",24-May-18,562,533,29,13,0,1,12,0,0,0,1,0,0,0,0,0,0,2
21,2018,I,24-May-18,753,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2018,III,24-May-18,660,59,601,354,0,52,142,8,6,0,0,10,16,2,0,0,0,11
21,2018,JillaniPark,24-May-18,244,91,153,19,0,23,93,4,1,0,2,1,3,0,0,0,0,7
21,2018,"ENGINEERING DIRECTORATE",25-May-18,562,555,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
21,2018,II,25-May-18,488,425,63,1,0,7,42,2,1,0,0,10,0,0,0,0,0,0
21,2018,IV,25-May-18,825,480,345,122,0,16,166,6,2,2,1,9,5,1,0,0,0,15
21,2018,V,25-May-18,804,731,73,27,0,5,30,1,2,0,1,2,0,2,0,0,0,3
21,2018,VI,25-May-18,202,23,179,64,0,22,76,4,2,1,0,0,3,0,1,0,0,6
21,2018,GIP,26-May-18,265,254,11,3,0,0,4,2,0,0,0,0,0,0,0,0,0,2
21,2018,GORs,26-May-18,340,338,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
21,2018,I,26-May-18,752,744,8,2,0,4,1,0,0,0,0,0,0,0,0,0,0,1
21,2018,II,26-May-18,488,473,15,2,0,2,10,0,0,0,0,0,0,0,0,0,0,1
21,2018,III,26-May-18,658,628,30,5,0,5,15,0,2,0,0,1,0,0,0,0,0,2
21,2018,IV,26-May-18,827,803,24,2,0,8,12,1,0,0,0,0,0,0,0,0,0,1
21,2018,JillaniPark,26-May-18,243,223,20,9,0,1,5,2,0,0,0,0,1,0,0,0,0,2
21,2018,"PD FEROZPUR ROAD",26-May-18,186,179,7,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1
21,2018,"PD MALL RD AND FEROZPUR RD",26-May-18,62,60,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,2018,PDLBC,26-May-18,394,381,13,6,1,1,3,0,0,0,0,0,0,0,0,0,0,2
21,2018,"Project Gulshan-e-Iqbal Park",26-May-18,188,174,14,6,0,1,2,2,0,0,0,0,1,0,0,0,0,2
21,2018,V,26-May-18,804,774,30,10,1,6,13,0,0,0,0,0,0,0,0,0,0,0
21,2018,VI,26-May-18,202,192,10,2,0,0,5,0,0,0,2,0,0,0,0,0,0,1
21,2018,VII,26-May-18,226,222,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
22,2018,"ENGINEERING DIRECTORATE",28-May-18,564,509,55,1,0,13,32,0,2,0,0,1,1,0,0,0,0,5
22,2018,GIP,28-May-18,265,12,253,98,0,26,83,8,1,0,0,3,8,1,0,0,1,24
22,2018,I,28-May-18,752,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2018,IV,28-May-18,827,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2018,JillaniPark,28-May-18,243,20,223,29,0,35,116,12,0,0,0,4,1,0,0,0,0,26
22,2018,"PD MALL RD AND FEROZPUR RD",28-May-18,62,3,59,46,0,4,3,3,0,0,0,3,0,0,0,0,0,0
22,2018,"PHA Office Staff",28-May-18,531,529,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22,2018,"Project Gulshan-e-Iqbal Park",28-May-18,188,21,167,103,0,10,32,10,0,0,0,0,1,1,1,0,0,9
22,2018,IV,29-May-18,828,269,559,239,0,63,204,12,4,2,2,14,7,0,0,0,0,12
22,2018,PDLBC,29-May-18,394,26,368,247,0,11,64,3,2,0,0,16,8,1,2,0,2,12
22,2018,"PD FEROZPUR ROAD",30-May-18,184,85,99,64,0,8,17,0,1,0,1,5,0,3,0,0,0,0
22,2018,V,30-May-18,802,92,710,289,0,47,311,7,13,0,3,9,5,3,0,0,0,23
22,2018,"ENGINEERING DIRECTORATE",31-May-18,564,455,109,7,0,14,75,1,0,0,1,4,1,0,2,0,0,4
22,2018,I,31-May-18,757,639,118,74,0,12,26,2,1,0,0,1,1,0,0,0,0,1
22,2018,II,31-May-18,487,409,78,4,0,8,63,1,1,0,0,0,0,0,0,0,0,1
22,2018,IV,31-May-18,828,684,144,27,0,31,78,1,1,2,0,0,0,1,0,0,0,3
22,2018,GIP,1-Jun-18,265,75,190,77,0,17,68,6,1,0,0,0,7,1,0,0,1,12
22,2018,III,1-Jun-18,659,58,601,335,0,53,162,7,4,0,0,11,21,0,0,0,0,8
22,2018,"PD MALL RD AND FEROZPUR RD",1-Jun-18,61,3,58,47,2,0,5,2,0,0,0,0,0,0,0,0,0,2
22,2018,"ENGINEERING DIRECTORATE",2-Jun-18,564,544,20,2,0,10,8,0,0,0,0,0,0,0,0,0,0,0
22,2018,I,2-Jun-18,757,49,708,419,0,45,174,23,9,0,0,16,2,0,1,0,3,16
23,2018,"ENGINEERING DIRECTORATE",5-Jun-18,564,534,30,5,0,2,19,3,0,0,0,0,0,0,1,0,0,0
23,2018,JillaniPark,5-Jun-18,243,94,149,22,0,21,93,1,1,0,0,0,4,0,0,0,0,7
23,2018,"PD MALL RD AND FEROZPUR RD",5-Jun-18,61,3,58,44,0,0,9,2,0,0,0,2,0,0,0,0,0,1
23,2018,PDLBC,5-Jun-18,395,25,370,245,0,17,73,3,3,0,0,16,7,1,2,0,0,3
23,2018,"Project Gulshan-e-Iqbal Park",5-Jun-18,188,47,141,92,0,9,25,7,0,0,0,0,0,1,1,0,0,6
23,2018,GIP,6-Jun-18,265,71,194,91,0,12,54,9,1,0,0,2,7,1,0,0,1,16
23,2018,GORs,6-Jun-18,340,217,123,28,0,10,60,2,2,0,0,10,2,0,0,0,0,9
23,2018,"PD FEROZPUR ROAD",6-Jun-18,184,17,167,92,0,16,44,1,1,2,0,1,2,2,0,0,0,6
23,2018,"PD MALL RD AND FEROZPUR RD",6-Jun-18,61,3,58,41,0,8,2,6,0,0,0,1,0,0,0,0,0,0
23,2018,V,6-Jun-18,801,801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2018,GORs,7-Jun-18,340,5,335,27,0,20,234,2,8,0,0,15,3,1,0,0,0,25
23,2018,IV,7-Jun-18,828,514,314,119,0,14,142,14,5,0,0,2,3,1,0,0,2,12
23,2018,VI,7-Jun-18,202,21,181,65,0,22,80,4,2,0,1,2,3,0,1,0,0,1
23,2018,"ENGINEERING DIRECTORATE",8-Jun-18,564,521,43,4,0,15,16,1,0,0,0,1,0,0,0,0,0,6
23,2018,GIP,8-Jun-18,267,258,9,2,0,0,5,0,0,0,0,0,0,0,0,0,0,2
23,2018,GORs,8-Jun-18,340,338,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
23,2018,I,8-Jun-18,757,749,8,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0
23,2018,II,8-Jun-18,489,474,15,4,0,3,8,0,0,0,0,0,0,0,0,0,0,0
23,2018,III,8-Jun-18,657,626,31,7,1,5,14,0,2,0,0,1,0,0,0,0,0,1
23,2018,IV,8-Jun-18,829,802,27,6,0,7,11,0,0,0,1,0,0,0,0,0,0,2
23,2018,JillaniPark,8-Jun-18,243,223,20,10,0,2,2,2,0,0,0,0,1,0,0,0,0,3
23,2018,"PD FEROZPUR ROAD",8-Jun-18,184,176,8,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1
23,2018,"PD MALL RD AND FEROZPUR RD",8-Jun-18,64,62,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2018,PDLBC,8-Jun-18,395,383,12,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0
23,2018,"Project Gulshan-e-Iqbal Park",8-Jun-18,188,174,14,5,0,2,0,3,0,0,0,0,1,0,0,0,0,3
23,2018,V,8-Jun-18,801,772,29,10,0,6,10,0,0,0,0,0,0,0,0,0,0,3
23,2018,VI,8-Jun-18,202,193,9,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0
23,2018,VII,8-Jun-18,226,222,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
23,2018,"ENGINEERING DIRECTORATE",9-Jun-18,564,531,33,4,0,10,15,1,0,0,0,0,0,0,0,0,0,3
23,2018,I,9-Jun-18,757,750,7,1,0,3,2,0,0,0,0,0,0,0,0,0,0,1
23,2018,II,9-Jun-18,489,285,204,7,0,22,102,5,1,0,1,29,2,0,0,0,0,35
23,2018,III,9-Jun-18,657,627,30,7,0,5,14,0,2,0,0,1,0,0,0,0,0,1
23,2018,"PD FEROZPUR ROAD",9-Jun-18,184,177,7,1,0,2,3,0,0,0,0,0,0,0,0,0,0,1
23,2018,"PD MALL RD AND FEROZPUR RD",9-Jun-18,64,62,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,2018,PDLBC,9-Jun-18,395,382,13,4,0,1,7,0,0,0,0,0,0,0,0,0,0,1
23,2018,V,9-Jun-18,801,773,28,6,0,10,11,0,0,0,0,0,0,0,0,0,0,1
23,2018,VII,9-Jun-18,226,222,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
24,2018,"PD FEROZPUR ROAD",11-Jun-18,184,84,100,54,0,8,22,2,1,0,1,3,0,2,0,0,0,7
24,2018,V,11-Jun-18,801,85,716,248,0,67,301,17,10,1,8,15,7,1,0,0,2,39
24,2018,"ENGINEERING DIRECTORATE",12-Jun-18,564,525,39,0,0,11,25,2,1,0,0,0,0,0,0,0,0,0
24,2018,GIP,12-Jun-18,267,71,196,72,0,20,78,3,2,1,0,0,7,2,0,0,0,11
24,2018,GORs,12-Jun-18,340,5,335,24,0,12,240,3,8,0,0,9,3,1,0,0,0,35
24,2018,JillaniPark,12-Jun-18,243,93,150,20,0,19,93,1,1,0,0,2,4,0,0,0,0,10
24,2018,"PHA Office Staff",12-Jun-18,532,530,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24,2018,"Project Gulshan-e-Iqbal Park",12-Jun-18,188,47,141,89,0,8,28,7,0,0,1,0,0,1,1,0,0,6
24,2018,"ENGINEERING DIRECTORATE",13-Jun-18,564,545,19,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0
24,2018,GIP,13-Jun-18,267,257,10,3,0,2,1,1,0,0,0,0,0,0,0,0,0,3
24,2018,GORs,13-Jun-18,340,338,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
24,2018,II,13-Jun-18,489,474,15,5,0,4,5,0,0,0,0,0,0,0,0,0,0,1
24,2018,III,13-Jun-18,657,57,600,330,0,41,157,7,5,0,1,15,26,0,0,0,0,18
24,2018,IV,13-Jun-18,830,808,22,0,0,6,15,1,0,0,0,0,0,0,0,0,0,0
24,2018,JillaniPark,13-Jun-18,243,223,20,9,0,0,7,1,0,0,0,0,1,0,0,0,0,2
24,2018,"Project Gulshan-e-Iqbal Park",13-Jun-18,188,174,14,7,0,3,1,1,0,0,0,0,1,0,0,0,0,1
25,2018,I,20-Jun-18,756,692,64,27,0,8,20,2,0,0,0,0,1,0,0,0,0,6
25,2018,III,20-Jun-18,657,367,290,103,0,30,112,4,1,0,0,18,12,0,0,0,0,10
25,2018,IV,20-Jun-18,830,747,83,12,0,16,40,0,0,1,0,0,3,0,0,0,0,11
25,2018,"Project Gulshan-e-Iqbal Park",20-Jun-18,188,48,140,83,0,13,19,10,0,0,0,0,0,1,1,0,0,13
25,2018,"ENGINEERING DIRECTORATE",21-Jun-18,564,551,13,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3
25,2018,I,21-Jun-18,756,47,709,414,0,45,147,26,9,0,1,11,1,0,2,0,1,52
25,2018,III,21-Jun-18,657,631,26,6,0,7,8,0,0,0,0,0,0,0,0,0,0,5
25,2018,"PD MALL RD AND FEROZPUR RD",21-Jun-18,64,3,61,44,0,4,6,3,0,0,0,2,0,0,0,0,0,2
25,2018,VII,21-Jun-18,226,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,2018,"ENGINEERING DIRECTORATE",22-Jun-18,564,514,50,0,2,8,37,0,0,1,0,0,0,0,0,0,0,2
25,2018,II,22-Jun-18,489,447,42,4,0,18,19,1,0,0,0,0,0,0,0,0,0,0
25,2018,III,22-Jun-18,657,56,601,313,0,45,177,2,4,0,1,17,21,1,0,0,1,19
25,2018,"PD FEROZPUR ROAD",22-Jun-18,184,174,10,3,0,0,5,0,0,0,0,0,0,0,0,0,0,2
25,2018,PDLBC,22-Jun-18,395,24,371,190,0,18,86,5,5,0,2,10,7,1,2,0,0,45
25,2018,V,22-Jun-18,801,737,64,12,0,12,22,3,0,3,0,0,0,1,0,0,0,11
25,2018,VII,22-Jun-18,226,214,12,4,0,1,3,0,0,0,0,0,0,0,0,0,0,4
25,2018,III,23-Jun-18,656,636,20,13,0,2,3,0,1,0,0,0,1,0,0,0,0,0
25,2018,IV,23-Jun-18,830,789,41,33,0,2,1,0,0,0,0,0,0,0,0,0,0,5
25,2018,"PD MALL RD AND FEROZPUR RD",23-Jun-18,64,3,61,38,0,7,7,3,1,0,0,0,0,0,0,0,0,5
25,2018,PDLBC,23-Jun-18,395,265,130,75,0,9,20,2,2,0,0,10,1,0,2,0,0,9
25,2018,V,23-Jun-18,800,618,182,41,0,10,94,13,1,0,0,0,2,3,0,0,0,18
26,2018,"ENGINEERING DIRECTORATE",25-Jun-18,564,514,50,5,0,7,29,0,0,2,0,1,0,0,0,0,0,6
26,2018,GIP,25-Jun-18,267,206,61,17,0,1,23,3,0,1,0,1,2,0,0,0,0,13
26,2018,I,25-Jun-18,756,714,42,10,0,9,19,1,0,0,0,0,0,0,0,0,0,3
26,2018,IV,25-Jun-18,830,528,302,70,0,28,168,8,5,0,1,6,4,1,0,0,0,11
26,2018,PDLBC,25-Jun-18,395,380,15,8,0,2,4,0,0,1,0,0,0,0,0,0,0,0
26,2018,VI,25-Jun-18,202,22,180,58,0,37,60,2,2,0,0,5,3,1,1,0,0,11
26,2018,VII,25-Jun-18,227,15,212,86,0,13,83,14,2,0,0,3,1,0,1,0,0,9
26,2018,"ENGINEERING DIRECTORATE",26-Jun-18,564,454,110,13,1,27,62,0,0,0,0,1,0,0,0,0,1,5
26,2018,GIP,26-Jun-18,267,207,60,28,0,9,12,3,0,0,0,0,2,0,0,0,0,6
26,2018,II,26-Jun-18,489,447,42,5,0,16,16,0,0,0,0,0,0,0,0,0,0,5
26,2018,IV,26-Jun-18,830,760,70,30,0,16,19,2,0,0,0,0,0,0,0,0,0,3
26,2018,JillaniPark,26-Jun-18,243,169,74,16,0,2,36,7,1,0,0,2,0,0,0,0,0,10
26,2018,"PD FEROZPUR ROAD",26-Jun-18,185,84,101,50,0,15,18,4,1,0,0,5,1,1,0,0,0,6
26,2018,"PD Ring Road",26-Jun-18,20,0,20,3,0,15,2,0,0,0,0,0,0,0,0,0,0,0
26,2018,"Project Gulshan-e-Iqbal Park",26-Jun-18,188,155,33,17,0,5,4,3,0,0,0,0,1,0,0,0,0,3
26,2018,V,26-Jun-18,800,93,707,219,0,54,344,6,17,0,1,30,3,3,0,0,6,24
26,2018,VI,26-Jun-18,202,189,13,0,0,4,8,0,0,0,0,0,0,0,0,0,0,1
26,2018,"ENGINEERING DIRECTORATE",27-Jun-18,564,444,120,0,0,17,88,7,0,1,0,4,0,0,1,0,1,1
26,2018,III,27-Jun-18,656,631,25,7,0,3,11,1,0,0,0,1,0,0,0,0,0,2
26,2018,IV,27-Jun-18,830,302,528,269,0,40,170,11,0,0,4,15,2,0,1,0,1,15
26,2018,JillaniPark,27-Jun-18,243,94,149,21,0,27,81,4,0,0,0,3,4,0,0,0,0,9
26,2018,"PD FEROZPUR ROAD",27-Jun-18,185,175,10,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1
26,2018,"PD MALL RD AND FEROZPUR RD",27-Jun-18,64,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2018,PDLBC,27-Jun-18,395,381,14,9,0,3,2,0,0,0,0,0,0,0,0,0,0,0
26,2018,"PHA Office Staff",27-Jun-18,532,502,30,2,0,1,12,1,0,2,8,0,0,0,0,0,2,2
26,2018,VII,27-Jun-18,227,216,11,3,0,1,6,0,0,0,0,0,0,0,0,0,0,1
26,2018,"ENGINEERING DIRECTORATE",28-Jun-18,564,505,59,2,0,9,43,0,0,0,0,0,0,0,2,0,0,3
26,2018,GORs,28-Jun-18,340,2,338,29,0,15,241,2,7,0,0,23,3,3,0,0,0,15
26,2018,II,28-Jun-18,489,58,431,54,0,39,300,8,10,0,0,4,4,0,0,0,0,12
26,2018,JillaniPark,28-Jun-18,243,168,75,8,0,2,45,7,0,0,0,0,0,0,0,0,0,13
26,2018,V,28-Jun-18,798,734,64,13,0,11,25,5,0,2,0,0,0,1,0,0,0,7
26,2018,"ENGINEERING DIRECTORATE",29-Jun-18,564,547,17,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0
26,2018,I,29-Jun-18,755,86,669,373,0,38,177,16,11,0,1,32,2,0,2,0,1,16
26,2018,PDLBC,29-Jun-18,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2018,"Project Gulshan-e-Iqbal Park",29-Jun-18,189,48,141,74,0,9,33,16,1,0,0,0,0,1,1,0,1,5
26,2018,"ENGINEERING DIRECTORATE",30-Jun-18,564,508,56,6,0,14,27,2,0,0,0,0,0,1,0,0,0,6
26,2018,GIP,30-Jun-18,266,257,9,4,0,0,3,0,0,0,0,1,0,0,0,0,0,1
26,2018,GORs,30-Jun-18,340,338,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
26,2018,I,30-Jun-18,755,749,6,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1
26,2018,II,30-Jun-18,489,474,15,3,0,3,8,0,0,0,0,0,0,0,0,0,0,1
26,2018,III,30-Jun-18,656,627,29,1,0,6,16,0,2,0,0,1,0,0,0,0,0,3
26,2018,IV,30-Jun-18,831,804,27,0,0,10,15,0,0,0,0,0,0,0,0,0,0,2
26,2018,JillaniPark,30-Jun-18,243,223,20,11,0,0,4,1,0,0,0,0,1,0,0,0,0,3
26,2018,"PD FEROZPUR ROAD",30-Jun-18,185,178,7,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
26,2018,"PD MALL RD AND FEROZPUR RD",30-Jun-18,64,62,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2018,PDLBC,30-Jun-18,395,383,12,3,0,1,7,0,0,0,0,0,0,0,0,0,0,1
26,2018,"Project Gulshan-e-Iqbal Park",30-Jun-18,189,175,14,6,0,1,3,1,0,0,0,0,1,0,0,0,0,2
26,2018,V,30-Jun-18,798,771,27,15,0,2,9,0,0,0,0,0,0,0,0,0,0,1
26,2018,VI,30-Jun-18,202,193,9,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0
26,2018,VII,30-Jun-18,227,223,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
27,2018,GIP,2-Jul-18,266,73,193,74,0,10,82,0,2,0,0,1,7,3,0,0,0,14
27,2018,II,2-Jul-18,489,448,41,4,0,14,19,0,0,0,0,0,0,0,0,0,0,4
27,2018,III,2-Jul-18,656,56,600,247,0,49,217,4,5,0,5,6,25,1,0,0,0,41
27,2018,"PD MALL RD AND FEROZPUR RD",2-Jul-18,64,3,61,43,0,5,7,1,0,0,0,1,0,1,0,0,0,3
27,2018,"ENGINEERING DIRECTORATE",5-Jul-18,563,550,13,0,0,2,9,0,0,0,0,0,0,0,0,0,0,2
27,2018,GORs,5-Jul-18,342,5,337,22,0,22,236,0,9,0,0,28,3,3,0,0,0,14
27,2018,III,5-Jul-18,642,611,31,7,0,4,13,0,0,0,0,0,0,0,0,0,0,7
27,2018,PDLBC,5-Jul-18,388,25,363,203,0,25,83,3,2,0,0,22,10,8,2,0,0,5
27,2018,"Project Gulshan-e-Iqbal Park",5-Jul-18,187,46,141,88,0,6,26,10,1,0,0,0,1,3,1,0,1,4
27,2018,"ENGINEERING DIRECTORATE",6-Jul-18,563,486,77,6,0,18,43,1,1,0,2,2,0,1,1,0,0,2
27,2018,GIP,6-Jul-18,267,73,194,57,0,10,77,2,2,0,0,1,7,3,0,0,30,5
27,2018,I,6-Jul-18,753,710,43,21,0,10,11,0,0,0,0,0,0,0,0,0,0,1
27,2018,"PD FEROZPUR ROAD",6-Jul-18,185,18,167,76,0,16,45,0,1,0,0,19,1,7,0,0,0,2
27,2018,"PD MALL RD AND FEROZPUR RD",6-Jul-18,64,3,61,47,0,2,8,2,0,0,0,0,0,1,0,0,0,1
27,2018,"PHA Office Staff",6-Jul-18,535,533,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
27,2018,VII,6-Jul-18,228,16,212,106,0,12,83,0,2,0,0,0,2,3,1,0,0,3
27,2018,"ENGINEERING DIRECTORATE",7-Jul-18,564,505,59,3,0,15,36,0,0,0,0,2,0,2,0,0,0,1
27,2018,IV,7-Jul-18,823,752,71,24,0,21,21,1,0,2,0,0,0,0,0,0,0,2
27,2018,"PD Ring Road",7-Jul-18,20,0,20,6,0,12,1,0,0,0,0,0,1,0,0,0,0,0
27,2018,"Project Gulshan-e-Iqbal Park",7-Jul-18,186,154,32,13,0,1,11,0,0,0,0,0,0,0,0,0,0,7
27,2018,V,7-Jul-18,799,89,710,212,0,77,330,23,15,0,1,25,0,9,0,0,0,18
28,2018,"ENGINEERING DIRECTORATE",9-Jul-18,564,488,76,0,0,16,52,2,0,1,0,1,0,0,1,0,0,3
28,2018,GIP,9-Jul-18,267,203,64,21,0,4,20,5,0,0,0,1,2,0,0,0,0,11
28,2018,GORs,9-Jul-18,342,339,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
28,2018,I,9-Jul-18,752,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2018,IV,9-Jul-18,823,101,722,238,0,51,359,26,4,1,3,8,2,7,1,0,2,20
28,2018,JillaniPark,9-Jul-18,240,165,75,13,0,5,41,5,1,0,0,1,0,1,0,0,0,8
28,2018,"PD MALL RD AND FEROZPUR RD",9-Jul-18,63,3,60,34,0,3,15,2,0,0,0,1,0,1,0,0,0,4
28,2018,VI,9-Jul-18,202,188,14,1,0,5,7,1,0,0,0,0,0,0,0,0,0,0
28,2018,"ENGINEERING DIRECTORATE",10-Jul-18,564,540,24,2,0,4,18,0,0,0,0,0,0,0,0,0,0,0
28,2018,JillaniPark,10-Jul-18,240,92,148,16,0,21,75,3,1,0,1,10,5,1,0,0,0,15
28,2018,"PD FEROZPUR ROAD",10-Jul-18,185,175,10,2,0,1,5,1,0,0,0,0,0,0,0,0,0,1
28,2018,PDLBC,10-Jul-18,387,39,348,171,0,27,87,5,3,0,0,21,8,8,2,0,0,16
28,2018,"Project Gulshan-e-Iqbal Park",10-Jul-18,186,46,140,85,0,8,19,17,0,0,0,0,1,3,1,0,0,6
28,2018,V,10-Jul-18,799,736,63,18,0,8,24,3,0,3,0,0,0,2,0,0,0,5
28,2018,VII,10-Jul-18,228,217,11,2,0,5,3,0,0,0,0,0,0,0,0,0,0,1
28,2018,"ENGINEERING DIRECTORATE",11-Jul-18,563,554,9,0,0,3,4,0,0,0,0,0,0,1,0,0,0,1
28,2018,II,11-Jul-18,488,50,438,40,0,43,321,6,0,0,0,9,5,6,1,0,0,7
28,2018,I,12-Jul-18,754,48,706,370,0,48,220,14,11,1,0,20,2,8,2,0,0,10
28,2018,"ENGINEERING DIRECTORATE",14-Jul-18,563,522,41,11,0,0,25,0,0,0,0,1,0,0,0,0,0,4
28,2018,III,14-Jul-18,642,56,586,275,0,49,198,2,4,2,3,24,17,1,0,0,0,11
28,2018,"PD MALL RD AND FEROZPUR RD",14-Jul-18,64,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2018,PDLBC,14-Jul-18,387,373,14,9,0,1,3,0,0,1,0,0,0,0,0,0,0,0
28,2018,VI,14-Jul-18,202,21,181,52,0,26,86,2,1,0,0,3,4,1,1,0,0,5
29,2018,"ENGINEERING DIRECTORATE",16-Jul-18,563,521,42,2,0,5,32,1,1,0,0,0,0,0,1,0,0,0
29,2018,GIP,16-Jul-18,267,72,195,42,0,23,86,1,1,2,0,1,7,2,0,0,17,13
29,2018,GORs,16-Jul-18,342,5,337,15,0,19,229,1,10,0,1,31,3,2,0,0,0,26
29,2018,VII,16-Jul-18,228,15,213,77,0,16,93,7,1,0,0,3,3,2,1,0,0,10
29,2018,"ENGINEERING DIRECTORATE",17-Jul-18,562,440,122,15,0,27,70,1,0,0,0,0,0,2,0,0,0,7
29,2018,GIP,17-Jul-18,267,256,11,4,0,0,6,0,0,0,0,1,0,0,0,0,0,0
29,2018,GORs,17-Jul-18,341,339,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
29,2018,I,17-Jul-18,754,748,6,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
29,2018,II,17-Jul-18,487,438,49,3,0,12,29,0,0,0,0,0,0,0,0,0,0,5
29,2018,III,17-Jul-18,643,584,59,13,0,6,30,0,2,1,0,1,0,0,0,0,1,5
29,2018,IV,17-Jul-18,824,792,32,2,0,4,20,0,0,0,1,0,0,1,0,0,0,4
29,2018,JillaniPark,17-Jul-18,239,220,19,9,0,0,2,3,0,0,0,0,1,0,0,0,0,4
29,2018,"PD FEROZPUR ROAD",17-Jul-18,185,168,17,3,0,3,10,0,0,0,0,0,0,0,0,0,0,1
29,2018,"PD MALL RD AND FEROZPUR RD",17-Jul-18,64,62,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2018,PDLBC,17-Jul-18,387,362,25,13,0,3,5,0,0,0,0,0,0,0,0,0,0,4
29,2018,"Project Gulshan-e-Iqbal Park",17-Jul-18,186,173,13,6,0,3,2,0,0,0,0,0,0,1,0,0,0,1
29,2018,V,17-Jul-18,797,708,89,23,0,13,39,4,0,1,0,0,0,1,0,0,0,8
29,2018,VI,17-Jul-18,202,181,21,2,0,7,11,0,0,0,0,0,0,0,0,0,0,1
29,2018,VII,17-Jul-18,229,214,15,3,0,3,6,0,0,0,0,0,0,0,0,0,0,3
29,2018,"ENGINEERING DIRECTORATE",18-Jul-18,562,530,32,3,0,4,22,1,0,0,0,0,0,1,0,0,0,1
29,2018,I,18-Jul-18,754,711,43,16,0,10,17,0,0,0,0,0,0,0,0,0,0,0
29,2018,IV,18-Jul-18,824,494,330,91,0,32,174,9,4,0,2,6,1,0,1,0,0,10
29,2018,"PD Ring Road",18-Jul-18,20,0,20,3,0,16,1,0,0,0,0,0,0,0,0,0,0,0
29,2018,V,18-Jul-18,797,427,370,104,0,39,186,1,6,1,0,27,1,2,0,0,0,3
29,2018,"ENGINEERING DIRECTORATE",19-Jul-18,562,534,28,3,0,1,16,1,0,0,0,0,0,1,0,0,0,6
29,2018,"PD FEROZPUR ROAD",19-Jul-18,185,18,167,82,0,22,34,3,1,0,0,7,1,7,0,0,0,10
29,2018,V,19-Jul-18,797,457,340,92,0,28,187,4,5,0,0,13,3,2,0,0,0,6
29,2018,"ENGINEERING DIRECTORATE",20-Jul-18,562,531,31,2,0,13,13,3,0,0,0,0,0,0,0,0,0,0
29,2018,I,20-Jul-18,753,46,707,402,0,41,179,19,10,0,0,24,1,10,2,0,0,19
