week,year,Zone,Date,Total,"Not Surveyd",Surveyed,Present,Awaiting,"Valid Absent","without Uniform",Leave,Driver,"Night Shift",Evening,"Other Duty","Left Job",Retired,Death,"CNIC Mismatch",Transfer,Other
29,2018,IV,20-Jul-18,823,750,73,26,0,14,21,2,0,2,0,0,0,0,0,0,0,8
29,2018,"Project Gulshan-e-Iqbal Park",20-Jul-18,186,154,32,9,0,7,10,2,0,0,0,0,0,0,0,0,0,4
29,2018,"ENGINEERING DIRECTORATE",21-Jul-18,562,503,59,7,0,12,30,1,0,0,0,0,0,1,0,0,0,8
29,2018,GIP,21-Jul-18,274,263,11,4,0,0,4,0,0,0,0,1,0,0,0,0,0,2
29,2018,GORs,21-Jul-18,341,339,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
29,2018,I,21-Jul-18,753,748,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
29,2018,II,21-Jul-18,544,527,17,4,0,3,9,0,0,0,0,0,0,0,0,0,0,1
29,2018,III,21-Jul-18,643,617,26,2,0,2,14,0,2,0,0,1,0,0,0,0,0,5
29,2018,IV,21-Jul-18,823,785,38,1,0,7,25,0,0,0,0,0,0,1,0,0,0,4
29,2018,JillaniPark,21-Jul-18,239,220,19,10,0,1,3,2,0,0,0,0,2,0,0,0,0,1
29,2018,"PD FEROZPUR ROAD",21-Jul-18,189,181,8,0,0,3,4,0,0,0,0,0,0,0,0,0,0,1
29,2018,"PD MALL RD AND FEROZPUR RD",21-Jul-18,66,64,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,2018,PDLBC,21-Jul-18,389,376,13,4,0,0,7,0,0,0,1,0,0,0,0,0,0,1
29,2018,"Project Gulshan-e-Iqbal Park",21-Jul-18,186,173,13,4,0,1,4,1,0,0,0,0,0,1,0,0,0,2
29,2018,V,21-Jul-18,795,768,27,8,0,6,13,0,0,0,0,0,0,0,0,0,0,0
29,2018,VI,21-Jul-18,200,194,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
29,2018,VII,21-Jul-18,227,223,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
30,2018,"ENGINEERING DIRECTORATE",23-Jul-18,562,527,35,1,0,5,24,1,0,0,0,0,0,1,2,0,0,1
30,2018,II,23-Jul-18,544,62,482,47,0,51,329,11,3,0,1,6,4,5,1,0,0,24
30,2018,JillaniPark,23-Jul-18,239,92,147,19,0,14,90,2,1,0,0,4,4,1,0,0,0,12
30,2018,"ENGINEERING DIRECTORATE",24-Jul-18,562,544,18,1,0,7,10,0,0,0,0,0,0,0,0,0,0,0
30,2018,PDLBC,24-Jul-18,389,25,364,189,0,10,120,3,2,0,1,7,8,9,2,0,0,13
30,2018,"Project Gulshan-e-Iqbal Park",24-Jul-18,186,46,140,90,0,8,25,6,0,0,0,0,1,3,1,0,1,5
30,2018,VI,24-Jul-18,200,21,179,45,0,22,92,0,3,0,0,4,5,1,1,0,0,6
30,2018,"ENGINEERING DIRECTORATE",26-Jul-18,562,546,16,0,0,3,9,0,0,0,0,0,0,0,0,0,0,4
30,2018,GIP,26-Jul-18,274,211,63,13,0,3,23,1,0,0,0,1,3,0,0,0,0,19
30,2018,GORs,26-Jul-18,341,337,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
30,2018,I,26-Jul-18,752,711,41,16,0,9,10,1,0,0,0,0,0,0,0,0,0,5
30,2018,II,26-Jul-18,545,501,44,4,0,12,22,0,0,1,0,0,0,0,0,0,0,5
30,2018,III,26-Jul-18,641,608,33,10,0,7,12,0,0,0,0,0,0,0,0,0,0,4
30,2018,IV,26-Jul-18,823,752,71,26,0,15,20,1,0,0,0,0,0,0,0,0,0,9
30,2018,JillaniPark,26-Jul-18,239,166,73,16,0,2,35,5,1,0,0,0,0,1,0,0,0,13
30,2018,"PD MALL RD AND FEROZPUR RD",26-Jul-18,66,65,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,2018,PDLBC,26-Jul-18,389,376,13,6,0,1,4,1,0,0,0,0,0,0,0,0,0,1
30,2018,"Project Gulshan-e-Iqbal Park",26-Jul-18,186,154,32,6,0,1,15,4,0,0,0,0,0,0,0,0,0,6
30,2018,V,26-Jul-18,796,737,59,11,0,15,16,4,0,2,0,0,0,2,0,0,1,8
30,2018,VI,26-Jul-18,200,185,15,0,0,1,10,0,0,1,0,0,0,0,0,0,0,3
30,2018,VII,26-Jul-18,226,218,8,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0
30,2018,"ENGINEERING DIRECTORATE",27-Jul-18,562,516,46,2,0,6,37,1,0,0,0,0,0,0,0,0,0,0
30,2018,IV,27-Jul-18,823,271,552,161,0,39,311,14,2,0,0,3,1,9,0,0,1,11
30,2018,JillaniPark,27-Jul-18,239,92,147,18,0,34,67,2,1,0,0,4,5,1,0,0,0,15
30,2018,"PD FEROZPUR ROAD",27-Jul-18,191,181,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4
30,2018,"PD MALL RD AND FEROZPUR RD",27-Jul-18,66,3,63,36,0,3,15,2,1,0,0,1,0,1,0,0,0,4
30,2018,"Project Gulshan-e-Iqbal Park",27-Jul-18,186,46,140,75,0,15,28,11,1,0,0,1,1,3,1,0,0,4
30,2018,"ENGINEERING DIRECTORATE",28-Jul-18,562,525,37,0,0,2,28,4,0,0,1,0,0,0,0,0,0,2
30,2018,III,28-Jul-18,641,59,582,294,0,39,186,10,3,2,2,12,15,2,0,0,0,17
30,2018,PDLBC,28-Jul-18,389,26,363,168,0,14,122,4,4,0,0,14,10,8,2,0,0,17
31,2018,"ENGINEERING DIRECTORATE",30-Jul-18,562,522,40,4,0,4,28,0,0,0,0,3,0,0,0,0,0,1
31,2018,GIP,30-Jul-18,276,61,215,40,0,17,109,2,1,0,1,2,7,3,1,0,18,14
31,2018,I,30-Jul-18,752,123,629,328,0,28,159,11,9,0,0,36,2,11,1,0,0,44
31,2018,"ENGINEERING DIRECTORATE",31-Jul-18,562,524,38,0,0,10,26,0,0,0,0,2,0,0,0,0,0,0
31,2018,"PD FEROZPUR ROAD",31-Jul-18,192,17,175,80,0,17,58,0,2,1,0,1,1,7,0,0,0,8
31,2018,"PD MALL RD AND FEROZPUR RD",31-Jul-18,66,46,20,6,0,1,11,1,0,0,0,0,0,0,0,0,0,1
31,2018,V,31-Jul-18,796,413,383,103,0,24,205,13,8,0,0,6,1,8,0,0,1,14
31,2018,"ENGINEERING DIRECTORATE",1-Aug-18,562,503,59,6,0,8,43,0,0,0,0,0,0,1,0,0,0,1
31,2018,GIP,1-Aug-18,276,265,11,2,0,1,5,2,0,0,0,0,0,0,0,0,0,1
31,2018,GORs,1-Aug-18,341,339,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
31,2018,I,1-Aug-18,752,747,5,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
31,2018,II,1-Aug-18,543,523,20,3,0,5,9,0,0,0,1,0,0,0,0,0,0,2
31,2018,III,1-Aug-18,640,613,27,3,0,2,16,0,2,0,0,1,0,0,0,0,0,3
31,2018,IV,1-Aug-18,823,791,32,2,0,8,19,0,0,0,0,0,0,1,0,0,0,2
31,2018,JillaniPark,1-Aug-18,238,219,19,8,0,0,6,1,0,0,0,0,2,0,0,0,0,2
31,2018,"PD FEROZPUR ROAD",1-Aug-18,192,183,9,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0
31,2018,"PD MALL RD AND FEROZPUR RD",1-Aug-18,66,64,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,2018,PDLBC,1-Aug-18,389,376,13,6,0,1,5,0,0,0,0,1,0,0,0,0,0,0
31,2018,"Project Gulshan-e-Iqbal Park",1-Aug-18,186,173,13,7,0,2,2,0,0,0,0,0,0,1,0,0,0,1
31,2018,V,1-Aug-18,796,767,29,7,0,3,14,0,0,0,0,0,0,0,0,0,0,5
31,2018,VI,1-Aug-18,200,193,7,0,0,2,4,0,0,0,0,0,0,0,0,0,0,1
31,2018,VII,1-Aug-18,226,221,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0
31,2018,"ENGINEERING DIRECTORATE",2-Aug-18,562,495,67,0,0,1,61,2,0,0,0,0,0,0,0,0,0,3
31,2018,II,2-Aug-18,543,62,481,34,1,42,374,5,1,0,2,7,4,5,1,0,0,5
31,2018,VII,2-Aug-18,226,16,210,87,0,10,94,3,3,0,1,1,2,3,1,0,1,4
31,2018,"ENGINEERING DIRECTORATE",3-Aug-18,562,525,37,1,0,4,27,2,0,0,0,1,0,1,0,0,0,1
31,2018,III,3-Aug-18,640,66,574,259,0,40,220,2,6,0,2,14,17,1,0,0,0,13
31,2018,"PD Ring Road",3-Aug-18,19,0,19,2,0,15,1,1,0,0,0,0,0,0,0,0,0,0
31,2018,V,3-Aug-18,796,490,306,65,0,18,190,2,3,1,1,19,2,0,0,0,2,3
31,2018,"ENGINEERING DIRECTORATE",4-Aug-18,562,534,28,3,0,2,20,1,0,0,0,0,0,0,1,0,0,1
31,2018,GORs,4-Aug-18,341,6,335,16,0,24,222,3,8,0,2,41,5,2,0,0,0,12
31,2018,PDLBC,4-Aug-18,389,21,368,174,0,19,115,10,4,0,2,14,11,8,2,0,1,8
31,2018,"Project Gulshan-e-Iqbal Park",4-Aug-18,186,46,140,79,0,10,21,17,0,0,0,2,1,3,1,0,1,5
32,2018,"ENGINEERING DIRECTORATE",6-Aug-18,562,528,34,3,0,6,23,0,0,0,0,2,0,0,0,0,0,0
32,2018,IV,6-Aug-18,823,106,717,241,0,51,360,17,2,0,1,9,2,9,1,0,1,23
32,2018,JillaniPark,6-Aug-18,238,92,146,22,0,31,72,9,0,0,0,1,6,0,0,0,0,5
32,2018,"ENGINEERING DIRECTORATE",7-Aug-18,562,541,21,3,1,4,8,0,0,0,0,0,0,0,0,0,0,5
32,2018,I,7-Aug-18,752,58,694,350,55,30,179,15,3,0,0,25,1,10,2,0,0,24
32,2018,VI,7-Aug-18,200,21,179,41,0,18,103,5,1,0,0,4,3,1,1,0,0,2
32,2018,"ENGINEERING DIRECTORATE",8-Aug-18,562,487,75,5,0,8,57,0,0,0,0,0,0,1,0,0,0,4
32,2018,GIP,8-Aug-18,276,62,214,34,0,32,107,2,1,0,0,1,7,3,1,0,14,12
32,2018,I,8-Aug-18,752,711,41,18,0,4,13,1,0,1,0,0,0,0,0,0,0,4
32,2018,III,8-Aug-18,640,605,35,12,0,3,16,0,0,0,0,0,1,0,0,0,1,2
32,2018,"PD MALL RD AND FEROZPUR RD",8-Aug-18,66,46,20,2,0,1,12,0,0,0,0,4,0,0,0,0,0,1
32,2018,V,8-Aug-18,796,739,57,16,0,5,27,3,0,1,0,0,0,2,0,0,0,3
32,2018,VII,8-Aug-18,226,214,12,5,0,1,2,0,0,0,0,0,0,0,0,0,0,4
32,2018,"ENGINEERING DIRECTORATE",9-Aug-18,562,462,100,5,0,10,75,2,0,0,0,3,0,1,0,0,0,4
32,2018,"PD FEROZPUR ROAD",9-Aug-18,192,19,173,93,0,9,55,1,0,0,0,5,2,7,0,0,0,1
32,2018,PDLBC,9-Aug-18,389,24,365,175,0,17,134,4,2,1,0,5,10,7,2,0,0,8
32,2018,VII,9-Aug-18,226,16,210,78,0,10,103,6,2,0,0,0,3,3,1,0,0,4
32,2018,"ENGINEERING DIRECTORATE",10-Aug-18,562,503,59,2,0,10,38,1,0,0,0,0,0,1,0,0,0,7
32,2018,GIP,10-Aug-18,276,265,11,3,0,0,5,0,0,0,0,1,0,0,0,0,0,2
32,2018,GORs,10-Aug-18,341,339,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
32,2018,I,10-Aug-18,752,746,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0
32,2018,II,10-Aug-18,541,522,19,1,0,10,8,0,0,0,0,0,0,0,0,0,0,0
32,2018,III,10-Aug-18,639,612,27,2,0,2,18,0,2,0,0,1,0,0,0,0,0,2
32,2018,IV,10-Aug-18,824,792,32,0,0,9,19,0,0,0,1,0,0,1,0,0,0,2
32,2018,JillaniPark,10-Aug-18,238,219,19,9,0,0,3,2,0,0,0,0,2,0,0,0,0,3
32,2018,"PD FEROZPUR ROAD",10-Aug-18,192,183,9,0,0,2,5,0,0,0,0,0,0,0,0,0,0,2
32,2018,"PD MALL RD AND FEROZPUR RD",10-Aug-18,67,65,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2018,PDLBC,10-Aug-18,389,375,14,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0
32,2018,"Project Gulshan-e-Iqbal Park",10-Aug-18,186,173,13,7,0,2,1,0,0,0,0,0,0,1,0,0,0,2
32,2018,V,10-Aug-18,795,764,31,8,0,5,15,0,0,0,0,0,0,0,0,0,0,3
32,2018,VI,10-Aug-18,222,215,7,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1
32,2018,VII,10-Aug-18,226,221,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
32,2018,"ENGINEERING DIRECTORATE",11-Aug-18,562,498,64,5,1,3,48,1,0,0,0,0,0,1,2,0,0,3
32,2018,I,11-Aug-18,752,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,2018,III,11-Aug-18,639,64,575,219,0,36,259,7,9,0,5,5,17,1,0,0,0,17
32,2018,IV,11-Aug-18,824,750,74,21,0,15,28,0,0,1,0,1,0,0,0,0,0,8
32,2018,JillaniPark,11-Aug-18,238,91,147,18,0,19,81,4,0,0,0,7,5,2,0,0,0,11
32,2018,"PD MALL RD AND FEROZPUR RD",11-Aug-18,67,4,63,24,0,7,28,2,0,0,0,1,0,1,0,0,0,0
32,2018,VI,11-Aug-18,222,208,14,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0
33,2018,"ENGINEERING DIRECTORATE",13-Aug-18,562,522,40,3,0,14,18,0,0,0,0,1,0,2,1,0,0,1
33,2018,II,13-Aug-18,541,97,444,29,0,39,317,9,2,0,1,13,4,4,1,0,0,25
33,2018,"PD Ring Road",13-Aug-18,19,0,19,0,0,12,1,0,0,0,0,6,0,0,0,0,0,0
33,2018,V,13-Aug-18,795,561,234,42,0,35,131,3,3,0,0,7,3,0,0,0,0,10
33,2018,"ENGINEERING DIRECTORATE",15-Aug-18,562,489,73,2,0,17,39,3,0,0,0,1,1,1,0,0,0,9
33,2018,GIP,15-Aug-18,276,225,51,12,0,3,24,1,0,0,0,1,2,0,0,0,1,7
33,2018,GORs,15-Aug-18,341,338,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
33,2018,II,15-Aug-18,541,495,46,2,0,15,28,0,0,0,0,0,0,0,0,0,0,1
33,2018,IV,15-Aug-18,822,530,292,52,0,37,181,4,3,0,0,3,0,0,1,0,0,11
33,2018,"PD FEROZPUR ROAD",15-Aug-18,192,181,11,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3
33,2018,"PD MALL RD AND FEROZPUR RD",15-Aug-18,67,65,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,2018,PDLBC,15-Aug-18,389,377,12,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0
33,2018,"Project Gulshan-e-Iqbal Park",15-Aug-18,187,155,32,12,0,1,12,1,0,0,0,0,0,0,0,0,0,6
33,2018,V,15-Aug-18,795,322,473,127,0,28,216,9,7,0,0,10,1,7,1,0,2,65
33,2018,"ENGINEERING DIRECTORATE",16-Aug-18,562,476,86,9,0,17,56,0,0,0,0,1,0,0,0,0,0,3
33,2018,GORs,16-Aug-18,340,218,122,6,0,5,49,0,4,0,0,51,0,1,0,0,1,5
33,2018,III,16-Aug-18,637,597,40,16,0,2,14,1,0,1,0,0,1,0,0,0,0,5
33,2018,"PD FEROZPUR ROAD",16-Aug-18,192,9,183,69,0,13,70,2,3,0,0,15,1,7,0,0,0,3
33,2018,"PD MALL RD AND FEROZPUR RD",16-Aug-18,67,65,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,2018,"Project Gulshan-e-Iqbal Park",16-Aug-18,187,46,141,92,0,13,17,8,1,0,0,2,1,2,1,0,0,4
33,2018,V,16-Aug-18,795,737,58,18,0,9,23,2,0,0,0,0,0,2,0,0,0,4
33,2018,VI,16-Aug-18,222,22,200,49,0,24,114,2,1,0,0,2,3,2,1,0,0,2
33,2018,VII,16-Aug-18,226,215,11,0,0,5,3,0,0,0,0,0,0,0,0,0,0,3
33,2018,"ENGINEERING DIRECTORATE",17-Aug-18,562,485,77,9,0,15,49,0,0,0,0,0,0,1,1,0,0,2
33,2018,IV,17-Aug-18,821,292,529,144,0,37,303,9,3,2,0,12,1,9,0,0,3,6
33,2018,JillaniPark,17-Aug-18,244,19,225,33,0,22,135,4,1,1,0,1,5,2,0,0,0,21
33,2018,"PD MALL RD AND FEROZPUR RD",17-Aug-18,67,4,63,36,0,4,18,1,0,0,0,2,0,1,0,0,0,1
33,2018,"ENGINEERING DIRECTORATE",18-Aug-18,562,504,58,3,0,12,36,1,0,0,0,0,0,1,0,0,0,5
33,2018,GIP,18-Aug-18,276,265,11,3,0,0,4,2,0,0,0,1,0,0,0,0,0,1
33,2018,GORs,18-Aug-18,353,350,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
33,2018,I,18-Aug-18,750,744,6,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1
33,2018,II,18-Aug-18,541,523,18,5,0,3,10,0,0,0,0,0,0,0,0,0,0,0
33,2018,III,18-Aug-18,662,633,29,2,0,1,20,0,2,0,0,1,0,0,0,0,0,3
33,2018,IV,18-Aug-18,821,789,32,2,0,6,18,0,0,0,0,0,0,1,0,0,0,5
33,2018,JillaniPark,18-Aug-18,237,219,18,9,0,1,3,1,0,0,0,0,2,0,0,0,0,2
33,2018,"PD FEROZPUR ROAD",18-Aug-18,194,185,9,0,0,3,4,0,0,0,1,0,0,0,0,0,0,1
33,2018,"PD MALL RD AND FEROZPUR RD",18-Aug-18,68,66,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,2018,PDLBC,18-Aug-18,396,383,13,5,0,2,5,0,0,0,0,0,0,0,0,0,0,1
33,2018,"Project Gulshan-e-Iqbal Park",18-Aug-18,189,176,13,4,0,5,0,1,0,0,0,0,0,1,0,0,0,2
33,2018,V,18-Aug-18,795,763,32,4,0,7,17,0,0,0,1,0,0,0,0,0,0,3
33,2018,VI,18-Aug-18,222,215,7,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0
33,2018,VII,18-Aug-18,226,221,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1
34,2018,"ENGINEERING DIRECTORATE",20-Aug-18,562,461,101,5,0,33,53,1,0,0,0,1,0,2,0,0,0,6
34,2018,GIP,20-Aug-18,276,62,214,37,0,12,112,4,1,0,10,18,8,3,1,0,0,8
34,2018,I,20-Aug-18,750,46,704,361,0,43,196,18,9,2,4,23,2,12,2,0,0,32
34,2018,II,20-Aug-18,541,494,47,4,0,8,28,1,0,0,0,0,0,0,0,0,0,6
34,2018,III,20-Aug-18,662,624,38,7,0,4,21,1,0,0,0,0,0,0,0,0,0,5
34,2018,IV,20-Aug-18,821,750,71,19,0,17,28,1,0,0,0,0,0,0,0,0,0,6
34,2018,"PD FEROZPUR ROAD",20-Aug-18,194,183,11,2,0,3,4,0,0,0,0,0,0,0,0,0,0,2
34,2018,"PD MALL RD AND FEROZPUR RD",20-Aug-18,68,66,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2018,PDLBC,20-Aug-18,396,383,13,9,0,1,2,0,0,0,0,0,0,0,0,0,0,1
34,2018,"Project Gulshan-e-Iqbal Park",20-Aug-18,189,157,32,10,0,3,12,2,0,0,0,0,0,0,0,0,0,5
34,2018,VI,20-Aug-18,222,209,13,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0
35,2018,"ENGINEERING DIRECTORATE",27-Aug-18,562,523,39,2,0,4,29,0,0,0,1,1,0,0,0,0,0,2
35,2018,III,27-Aug-18,661,69,592,234,0,46,218,8,4,1,2,14,20,1,0,0,1,43
35,2018,PDLBC,27-Aug-18,396,26,370,162,0,29,113,4,4,0,0,9,12,7,2,0,0,28
35,2018,"ENGINEERING DIRECTORATE",28-Aug-18,563,477,86,5,0,17,54,3,2,0,0,3,0,0,0,0,1,1
35,2018,GORs,28-Aug-18,352,230,122,8,0,17,71,0,3,0,0,11,1,0,0,0,0,11
35,2018,I,28-Aug-18,750,48,702,304,0,40,233,15,12,0,1,18,3,12,2,0,1,61
35,2018,"ENGINEERING DIRECTORATE",29-Aug-18,563,505,58,3,0,9,38,3,0,0,0,0,0,1,0,0,0,4
35,2018,GIP,29-Aug-18,276,265,11,2,0,0,3,4,0,0,0,1,0,0,0,0,0,1
35,2018,GORs,29-Aug-18,352,349,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
35,2018,I,29-Aug-18,750,742,8,1,0,3,2,0,0,0,0,0,0,0,0,0,0,2
35,2018,II,29-Aug-18,541,523,18,2,0,3,12,1,0,0,0,0,0,0,0,0,0,0
35,2018,III,29-Aug-18,660,630,30,2,0,7,16,0,2,0,1,1,0,0,0,0,0,1
35,2018,IV,29-Aug-18,821,789,32,3,0,5,18,0,0,0,0,0,0,1,0,0,0,5
35,2018,JillaniPark,29-Aug-18,237,219,18,4,0,1,8,1,0,0,0,0,2,0,0,0,0,2
35,2018,"PD FEROZPUR ROAD",29-Aug-18,194,185,9,0,0,2,5,0,0,0,1,0,0,0,0,0,0,1
35,2018,"PD MALL RD AND FEROZPUR RD",29-Aug-18,68,66,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,2018,PDLBC,29-Aug-18,396,383,13,3,0,3,4,0,0,0,0,0,0,0,0,0,0,3
35,2018,"Project Gulshan-e-Iqbal Park",29-Aug-18,189,176,13,7,0,2,1,1,0,0,0,0,0,1,0,0,0,1
35,2018,V,29-Aug-18,797,765,32,9,0,4,13,0,0,0,2,0,0,0,0,0,0,4
35,2018,VI,29-Aug-18,222,215,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
35,2018,VII,29-Aug-18,226,221,5,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1
35,2018,"ENGINEERING DIRECTORATE",30-Aug-18,563,393,170,4,0,28,116,7,1,0,0,2,0,3,1,0,0,8
35,2018,GIP,30-Aug-18,276,72,204,12,0,31,116,3,0,0,0,2,7,3,1,0,16,13
35,2018,GORs,30-Aug-18,352,346,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4
35,2018,I,30-Aug-18,750,709,41,13,0,15,11,1,0,0,0,0,0,0,0,0,0,1
35,2018,II,30-Aug-18,541,496,45,1,0,6,28,0,0,0,0,1,0,0,0,0,0,9
35,2018,III,30-Aug-18,660,616,44,8,0,3,23,2,0,0,0,0,0,0,0,0,0,8
35,2018,IV,30-Aug-18,821,750,71,19,0,14,33,0,0,1,0,0,0,0,0,0,0,4
35,2018,JillaniPark,30-Aug-18,237,162,75,19,0,1,43,1,0,1,0,0,0,1,0,0,0,9
35,2018,"PD FEROZPUR ROAD",30-Aug-18,194,20,174,60,0,28,65,3,1,0,0,4,1,7,0,0,0,5
35,2018,"PD MALL RD AND FEROZPUR RD",30-Aug-18,68,4,64,35,0,7,16,1,1,0,0,0,0,1,0,0,1,2
35,2018,PDLBC,30-Aug-18,396,383,13,8,0,2,3,0,0,0,0,0,0,0,0,0,0,0
35,2018,"Project Gulshan-e-Iqbal Park",30-Aug-18,189,46,143,61,0,25,26,15,1,0,0,2,1,3,1,0,0,8
35,2018,V,30-Aug-18,797,737,60,12,0,7,24,3,0,0,0,0,0,2,0,0,0,12
35,2018,VI,30-Aug-18,222,209,13,1,0,4,8,0,0,0,0,0,0,0,0,0,0,0
35,2018,VII,30-Aug-18,226,215,11,4,0,4,3,0,0,0,0,0,0,0,0,0,0,0
35,2018,"ENGINEERING DIRECTORATE",31-Aug-18,563,530,33,2,0,8,19,1,0,0,0,1,0,1,0,0,0,1
35,2018,GIP,31-Aug-18,276,215,61,11,0,11,28,2,0,0,0,0,3,0,0,0,2,4
35,2018,IV,31-Aug-18,821,670,151,43,0,10,81,2,2,0,0,9,1,0,1,0,0,2
35,2018,JillaniPark,31-Aug-18,237,163,74,21,0,4,33,4,0,0,0,0,0,1,0,0,0,11
35,2018,V,31-Aug-18,796,532,264,31,0,16,183,5,3,0,0,6,1,2,1,0,1,15
35,2018,VI,31-Aug-18,222,21,201,60,0,25,97,1,4,0,0,0,2,4,1,0,0,7
35,2018,VII,31-Aug-18,224,54,170,73,0,11,67,6,0,0,1,2,1,5,1,0,0,3
35,2018,GORs,1-Sep-18,352,118,234,6,112,16,65,0,4,0,0,22,3,0,0,0,0,6
35,2018,II,1-Sep-18,541,63,478,27,0,53,357,13,4,0,1,4,5,6,0,0,0,8
35,2018,JillaniPark,1-Sep-18,237,93,144,16,0,14,87,5,1,0,1,7,4,2,0,0,0,7
36,2018,III,3-Sep-18,660,75,585,188,0,40,269,4,8,1,1,17,23,1,0,0,0,33
36,2018,PDLBC,3-Sep-18,395,23,372,131,0,24,142,4,4,0,0,5,12,7,3,0,0,40
36,2018,I,4-Sep-18,751,47,704,350,0,40,228,23,9,0,0,15,3,11,2,0,0,23
36,2018,"Project Gulshan-e-Iqbal Park",4-Sep-18,189,46,143,60,0,14,37,9,0,0,0,13,1,3,1,0,0,5
36,2018,"PD FEROZPUR ROAD",5-Sep-18,193,19,174,72,0,27,54,3,1,0,0,7,2,3,0,0,0,5
36,2018,V,5-Sep-18,796,485,311,34,0,21,213,8,4,0,1,6,3,4,1,0,2,14
36,2018,VII,5-Sep-18,224,16,208,56,0,12,116,11,2,0,0,1,1,4,1,0,0,4
36,2018,IV,6-Sep-18,821,413,408,120,0,24,226,10,0,0,0,9,1,5,0,0,2,11
36,2018,JillaniPark,6-Sep-18,237,92,145,25,0,13,74,5,1,1,1,2,3,2,0,0,0,18
36,2018,"PD MALL RD AND FEROZPUR RD",6-Sep-18,68,4,64,31,0,6,19,1,0,0,0,2,1,1,0,0,1,2
36,2018,VI,6-Sep-18,222,21,201,49,0,16,120,3,2,0,0,1,1,5,1,0,0,3
36,2018,GIP,7-Sep-18,276,72,204,9,104,13,68,3,0,0,0,2,0,0,0,0,0,5
36,2018,IV,7-Sep-18,822,509,313,88,0,16,164,10,4,0,0,12,1,4,1,0,1,12
36,2018,"PD Ring Road",7-Sep-18,15,0,15,0,0,10,2,0,0,0,0,3,0,0,0,0,0,0
36,2018,V,7-Sep-18,796,476,320,49,0,25,207,4,4,0,0,17,2,0,0,0,0,12
36,2018,"ENGINEERING DIRECTORATE",8-Sep-18,562,505,57,1,0,8,39,3,0,0,0,0,0,1,0,0,0,5
36,2018,GIP,8-Sep-18,276,265,11,1,0,0,4,3,0,0,0,1,0,0,0,0,0,2
36,2018,GORs,8-Sep-18,349,346,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
36,2018,I,8-Sep-18,750,744,6,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1
36,2018,II,8-Sep-18,541,523,18,1,0,2,14,0,0,0,0,0,0,0,0,0,0,1
36,2018,III,8-Sep-18,660,631,29,2,0,3,17,0,2,0,0,1,0,0,0,0,0,4
36,2018,IV,8-Sep-18,822,792,30,3,0,5,18,0,0,0,0,1,0,1,0,0,0,2
36,2018,JillaniPark,8-Sep-18,237,217,20,4,0,1,8,3,0,0,0,0,2,0,0,0,0,2
36,2018,"PD FEROZPUR ROAD",8-Sep-18,193,185,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,2
36,2018,"PD MALL RD AND FEROZPUR RD",8-Sep-18,69,67,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
